id,titel,beruf,arbeitgeber,eintrittsdatum,aktuelleVeroeffentlichungsdatum,ort,region,plz,land
19220-6bd4c6d17ae8237e-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,Erkelenz,Nordrhein-Westfalen,41812,Deutschland
19220-9a15cda1224788f5-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,Hückelhoven,Nordrhein-Westfalen,41836,Deutschland
19220-ea42ad6f148bfc40-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,"Hamm, Westfalen",Nordrhein-Westfalen,59063,Deutschland
19220-8c7858fce35bce4e-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,"Hamm, Westfalen",Nordrhein-Westfalen,59067,Deutschland
19220-4e07bdaaac151d13-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,"Görlitz, Neiße",Sachsen,02828,Deutschland
19220-34e8d0049c481b2f-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,"Görlitz, Neiße",Sachsen,02827,Deutschland
19220-ff0f9df2aef2a4d4-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,Wittstock/Dosse,Brandenburg,16909,Deutschland
19220-ca7c6d41e68031a3-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,"Marl, Westfalen",Nordrhein-Westfalen,45768,Deutschland
19220-56048c067e3f2a2e-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,"Marl, Westfalen",Nordrhein-Westfalen,45770,Deutschland
19220-21db00fde5dd73a9-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,"Lübbecke, Westfalen",Nordrhein-Westfalen,32312,Deutschland
19220-df6e56b8a6ea37ea-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,"Gägelow bei Wismar, Mecklenburg",Mecklenburg-Vorpommern,23968,Deutschland
19220-3e0861a24bcaddbe-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,Papenburg,Niedersachsen,26871,Deutschland
19220-667a11bde805a5ce-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,Hechingen,Baden-Württemberg,72379,Deutschland
19220-f1ac8cef8e94ddcc-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,Walsrode,Niedersachsen,29664,Deutschland
19220-a2759e0015b5a0d2-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,Nettetal,Nordrhein-Westfalen,41334,Deutschland
19220-a8b11101755a268a-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,"Eisenach, Thüringen",Thüringen,99817,Deutschland
19220-bdd2f4b1e141aa52-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,"Eisenach, Thüringen",Thüringen,99817,Deutschland
19220-8ca37dce43a0cb62-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,Konstanz,Baden-Württemberg,78467,Deutschland
19220-7343329af3ef6475-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,Zittau,Sachsen,02763,Deutschland
19220-636aaa775d006418-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,Geldern,Nordrhein-Westfalen,47608,Deutschland
19220-a1816c0497b429a8-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,Verden (Aller),Niedersachsen,27283,Deutschland
19220-8e0d41a66e075463-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,"Arnsberg, Westfalen",Nordrhein-Westfalen,59759,Deutschland
19220-d69d50710c435473-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,Garbsen,Niedersachsen,30823,Deutschland
19220-c2ba0464d5d1650f-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,Eschwege,Hessen,37269,Deutschland
19220-6d5ed10cbae530a9-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,Dörfles-Esbach,Bayern,96487,Deutschland
19220-bb5fe148ee01f076-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,Niedercunnersdorf,Sachsen,02708,Deutschland
19220-af2753f0baba9b85-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-02,2026-02-06,Ebersbach-Neugersdorf,Sachsen,02730,Deutschland
19220-512e735dccd49c51-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Cloppenburg,Niedersachsen,49661,Deutschland
19220-ea3308c3997ec329-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Halver,Nordrhein-Westfalen,58553,Deutschland
19220-f32aabd3935fffee-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,"Borken, Westfalen",Nordrhein-Westfalen,46325,Deutschland
19220-ddc9a874f355389a-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Nienburg (Weser),Niedersachsen,31582,Deutschland
19220-066616d25ef15a97-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,"Ansbach, Mittelfranken",Bayern,91522,Deutschland
19220-d3112643101db8e0-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Duisburg,Nordrhein-Westfalen,47119,Deutschland
19220-012ddc0f6f6a6110-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,"Kleve, Niederrhein",Nordrhein-Westfalen,47533,Deutschland
19220-cb1fe9233990db33-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Aachen,Nordrhein-Westfalen,52068,Deutschland
19220-31263754846ffd52-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Heiligenhaus bei Velbert,Nordrhein-Westfalen,42579,Deutschland
19220-47bc9b9651e90cd4-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Velbert,Nordrhein-Westfalen,42551,Deutschland
19220-8cf272241f70121b-S,Schülerpraktikum im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Moosburg an der Isar,Bayern,85368,Deutschland
19220-aae215b7c6ed2c87-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Witten,Nordrhein-Westfalen,58453,Deutschland
19220-afbbedba1164fcd8-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,"Linden, Hessen",Hessen,35440,Deutschland
19220-5ac9c5944ce5c70d-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,"Oberhausen, Rheinland",Nordrhein-Westfalen,46049,Deutschland
19220-200744c3f8dbd1c9-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Göttingen,Niedersachsen,37079,Deutschland
19220-9e18192fc5bac167-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,"Großröhrsdorf, Oberlausitz",Sachsen,01900,Deutschland
19220-724d495f5582126f-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Krefeld,Nordrhein-Westfalen,47803,Deutschland
19220-4e21a64062f77b8a-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Bremerhaven,Bremen,27572,Deutschland
19220-4f0e670eb347637f-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Riesa,Sachsen,01587,Deutschland
19220-13f0889baa02ad41-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,"Fellbach, Württemberg",Baden-Württemberg,70736,Deutschland
19220-9262b358c06ed152-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,"Kassel, Hessen",Hessen,34125,Deutschland
19220-9e9c0a2e39b6f569-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Schrobenhausen,Bayern,86529,Deutschland
19220-bdc7cc6236b9b2fa-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Martinroda bei Ilmenau,Thüringen,98693,Deutschland
19220-b5c9f618e4f3287b-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Freilassing,Bayern,83395,Deutschland
19220-157c297a717caede-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Castrop-Rauxel,Nordrhein-Westfalen,44575,Deutschland
19220-03723934469bb460-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Ritterhude,Niedersachsen,27721,Deutschland
19220-e90ce7f0c91c1be1-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Dieburg,Hessen,64807,Deutschland
19220-6f918c4468730015-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Regensburg,Bayern,93059,Deutschland
19220-7960fe916c14ae7e-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Straubing,Bayern,94315,Deutschland
19220-9ec5d7aa99d86036-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Passau,Bayern,94036,Deutschland
19220-0868143ef1a107f4-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Sangerhausen,Sachsen-Anhalt,06526,Deutschland
19220-d7563f41bb979d61-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Biebelried,Bayern,97318,Deutschland
19220-7180edd8376654ff-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,"Rosenheim, Oberbayern",Bayern,83026,Deutschland
19220-bf1e6ebdfd33d0f9-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Meppen,Niedersachsen,49716,Deutschland
19220-dcdb95df008ebdff-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,"Gießen, Lahn",Hessen,35398,Deutschland
19220-a79df5a22defaf16-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Gröbenzell,Bayern,82194,Deutschland
19220-6961d1819ac3f6c6-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,"Hof, Saale",Bayern,95032,Deutschland
19220-f7c8a4914e907cd3-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Grevenbroich,Nordrhein-Westfalen,41515,Deutschland
19220-25d497c48ce2417b-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Apolda,Thüringen,99510,Deutschland
19220-32612e8372de0b48-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Jülich,Nordrhein-Westfalen,52428,Deutschland
19220-9ef40043fb62bdd1-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Heiligenroth,Rheinland-Pfalz,56412,Deutschland
19220-a4e0dcac9522ca9c-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Köln,Nordrhein-Westfalen,51105,Deutschland
19220-f49e0fbc0b3fa1c7-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Schwalmstadt,Hessen,34613,Deutschland
19220-52d15019b735031d-S,Schülerpraktikant im Verkauf (m/w/d),Helfer/in - Verkauf,Kaufland Dienstleistung GmbH & Co. KG,2026-04-01,2026-02-06,Braunschweig,Niedersachsen,38114,Deutschland
15939-BB-633210-7878-3574-S,Software Architect (m/w/d),Software-Architect,Rheinmetall AG,2026-03-27,2026-03-27,Neuss,Nordrhein-Westfalen,41460,Deutschland
13869-13712708-S,Software Engineer (m/w/d),Softwareentwickler/in,Tintschl Technik GmbH Hannover,2026-05-04,2026-04-01,Bremen,Bremen,28309,Deutschland
13869-13712704-S,Software Engineer (m/w/d),Software-Architect,Tintschl Technik GmbH Hannover,2026-05-04,2026-04-01,Bremen,Bremen,28309,Deutschland
12117-28744585-YF-S,Software Sales Manager (m/w/d),IT-Vertriebsbeauftragte/r,CHEFS CULINAR Software und Consulting GmbH & Co. KG,2026-04-01,2026-04-01,Unbekannt,Unbekannt,Unbekannt,Deutschland
13410-k13572.15529-S,Software Konfigurationsmanager (m/w/d),Softwareentwickler/in,Guldberg GmbH,2026-04-02,2026-04-01,Penzberg,Bayern,82377,Deutschland
14418-45294-1760265-0-S,Software Spezialist (m/w/d),Softwareentwickler/in,Schmieder GmbH Unternehmensberatung,2026-03-18,2026-03-17,Lindau (Bodensee),Bayern,88131,Deutschland
13635-3cbe33eb_JB5096445-S,SOFTWARE TESTER (M/W/D),IT-Tester/in,Wilken Software Group,2026-03-16,2026-03-16,"Greven, Westfalen",Nordrhein-Westfalen,48268,Deutschland
10001-1002859060-S,Software Engineer (m/w/d),Softwareentwickler/in,OASE GmbH,2026-04-01,2026-03-31,Hörstel,Nordrhein-Westfalen,48477,Deutschland
10000-1194212187-S,Software Consultant (m/w/d),Geoinformatiker/in,Barthauer Software GmbH,2026-03-31,2025-01-27,Braunschweig,Niedersachsen,38126,Deutschland
18777-913446133-S,Systemingenieur:in Software (m/w/d),Software-Architect,OHB-System AG,2026-02-01,2026-01-14,Bremen,Bremen,28359,Deutschland
12117-28829838-YF-S,Software Engineer (w/m/d),Softwareentwickler/in,NDI Europe GmbH,2026-04-01,2026-04-01,Radolfzell am Bodensee,Baden-Württemberg,78315,Deutschland
10001-1002499647-S,Software-/Systemarchitekt:in (m/w/d),Software-Architect,BMS Corporate Solutions GmbH,2026-03-09,2026-01-28,Düsseldorf,Nordrhein-Westfalen,40217,Deutschland
16604-955421-008-S,Software Engineer (m/w/d),Softwareentwickler/in,TKMS ATLAS ELEKTRONIK GmbH,2026-03-30,2026-03-30,Bremen,Bremen,28309,Deutschland
12513-0007630890-S,Software Architect (m/w/d),Software-Architect,iteratec GmbH,2026-04-01,2026-03-06,Frankfurt am Main,Hessen,60327,Deutschland
12117-28716052-YF-S,Teamlead Software Sales (m/w/d),Vertriebsberater/in,CHEFS CULINAR Software und Consulting GmbH & Co. KG,2026-04-01,2026-04-01,Weeze,Nordrhein-Westfalen,47652,Deutschland
12265-489502_JB5111296-S,Software Tester (m/w/d),IT-Tester/in,FERCHAU GmbH Niederlassung Augsburg,2026-04-01,2026-03-31,"Ingolstadt, Donau",Bayern,85055,Deutschland
20397-4759830372-S,Software Tester (m/w/d),Fachinformatiker/in - Systemintegration,Aide GmbH Regensburg,2026-03-30,2026-03-30,München,Bayern,80997,Deutschland
10001-1002588927-S,Software Engineer (m/w/d),Softwareentwickler/in,Stiegler Personalmanagement GmbH,2026-04-02,2026-02-12,"Nürnberg, Mittelfranken",Bayern,Unbekannt,Deutschland
15939-BB-633211-7878-3275-S,Software Engineer (m/w/d),Softwareentwickler/in,Rheinmetall AG,2026-03-27,2026-03-27,Neuss,Nordrhein-Westfalen,41460,Deutschland
10000-1194327412-S,Software Architect w/m/d,Software-Architect,Computacenter AG & Co. oHG,2026-03-13,2025-01-30,Berlin,Berlin,Unbekannt,Deutschland
20225-FIDN8X5M0W9GS70L-S,Software-Tester (m/w/d),Softwareentwickler/in,rocket Engineering GmbH,2026-03-27,2026-03-27,"Kassel, Hessen",Hessen,34127,Deutschland
12634-BB-638275-7878-3400-S,Software Developer (m/w/d),Softwareentwickler/in,Akkodis Germany Tech Experts GmbH,2026-03-26,2026-03-26,München,Bayern,80807,Deutschland
10001-1001773414-S,Software-Tester (m/w/d),IT-Tester/in,Starke + Reichert GmbH & Co. KG,2026-03-16,2025-09-02,"Kassel, Hessen",Hessen,34121,Deutschland
11112-1362-1756291-0-S,Software Engineer (m/w/d),Softwareentwickler/in,Haas Zeitarbeit GmbH,2026-04-01,2026-02-26,München,Bayern,80809,Deutschland
20225-T9KKHHR93AB0XQ2W-S,Qualitätsmanager - Software (m/w/d),Informatiker/in,rocket Engineering GmbH,2026-03-27,2026-03-27,"Kassel, Hessen",Hessen,34127,Deutschland
20282-935127108-S,Software- und Testingenieur (m/w/d),Softwareentwickler/in,AERO HighProfessionals GmbH,2026-03-24,2026-03-24,Bremen,Bremen,28199,Deutschland
14225-ec9ec6cf63b762a5-S,Software Engineer (m/w/d),Ingenieur/in - Systems Engineering,Riverty Group GmbH,2026-04-01,2026-04-01,Berlin,Berlin,10623,Deutschland
12661-L6BSG24U51MSFEJJ-S,Software- / Automatisierungsingenieur (m/w/d),Ingenieur/in - Automatisierungstechnik,FOURTEENONE White GmbH Technical Services,2026-03-31,2026-03-30,Dresden,Sachsen,01109,Deutschland
10001-1002777847-S,Tester (m/w/d) - Software,IT-Tester/in,COPLA Burg GmbH,2026-05-01,2026-03-17,Lemwerder,Niedersachsen,27809,Deutschland
13552-B9Z46T9TL77GKVQC-S,Prductowner critical Software (m/w/d),Softwareentwickler/in,N.O.C Engineering GmbH,2026-04-02,2026-04-02,Friedrichshafen,Baden-Württemberg,88045,Deutschland
12634-BB-639289-7878-2314-S,Konfigurationsmanager (m/w/d) Software,Informatiker/in,Akkodis Germany Tech Experts GmbH,2026-04-01,2026-03-26,Penzberg,Bayern,82377,Deutschland
13869-13712727-S,Software Tester (m/w/d),Softwareentwickler/in,Tintschl Technik GmbH Hannover,2026-05-04,2026-04-01,"Kassel, Hessen",Hessen,34131,Deutschland
15220-2026-14165-S,#14165 Software Developer (m/w/d),Software-Architect,Constaff GmbH,2026-04-01,2026-03-17,Berlin,Berlin,Unbekannt,Deutschland
12265-446824_JB5108246-S,Software Tester (m/w/d),IT-Tester/in,FERCHAU GmbH Niederlassung Karlsruhe City,2026-04-01,2026-03-27,"Karlsruhe, Baden",Baden-Württemberg,76135,Deutschland
15933-0063724984-S,(Senior) Software Architect (m/w/d),Software-Architect,Maurer Electronics GmbH,2026-03-25,2026-03-24,Hamburg,Hamburg,21079,Deutschland
12634-BB-639412-7878-4038-S,Software Engineer (m/w/d),Softwareentwickler/in,Akkodis Germany Tech Experts GmbH,2026-03-27,2026-03-27,Bremen,Bremen,28199,Deutschland
15939-BB-633005-7878-6762-S,Software Developer Autopilot (m/w/d),Software-Architect,Rheinmetall AG,2026-03-12,2026-03-12,Penzberg,Bayern,82377,Deutschland
12265-260497_JB5094221-S,Teamleiter Software Entwicklung (m/w/d),Software-Architect,FERCHAU GmbH Niederlassung Darmstadt,2026-04-01,2026-03-13,Darmstadt,Hessen,64283,Deutschland
10001-1002869252-S,Bilanzbuchhalter mit Schwerpunkt Software (m/w/d),Finanzbuchhalter/in,SE Padersoft GmbH & Co. KG,2026-04-02,2026-04-02,Paderborn,Nordrhein-Westfalen,33100,Deutschland
10001-1002840541-S,Senior Software Developer (w/m/d),Softwareentwickler/in,Tiffinger & Thiel GmbH,2026-03-27,2026-03-27,"Landshut, Isar",Bayern,84028,Deutschland
12688-28783364-RJA-S,Software Testdesigner (m/w/d),IT-Tester/in,intersoft GmbH,2026-03-16,2026-03-10,Hamburg,Hamburg,20095,Deutschland
10001-1002863604-S,Software-Asset Manager (m/w/d),IT-Manager/in,SimpleXX GmbH,2026-04-01,2026-04-01,Fürstenfeldbruck,Bayern,82256,Deutschland
10001-1002804370-S,Software Architect - eBanking (m/w/d),Software-Architect,Fidelity Information Services GmbH,2026-03-20,2026-03-20,München,Bayern,80339,Deutschland
13410-k13572.15525-S,Software Release Manager (m/w/d),Softwareentwickler/in,Guldberg GmbH,2026-04-02,2026-04-01,"Kassel, Hessen",Hessen,34117,Deutschland
12265-486829_JB5103620-S,Entwicklungsingenieur Software (m/w/d),Forschungs- und Entwicklungsingenieur/in,FERCHAU GmbH Niederlassung Augsburg,2026-04-01,2026-03-23,"Ingolstadt, Donau",Bayern,85049,Deutschland
16185-FMPT5DN1XNMHT1YQ-S,Ingenieur / Entwickler (m/w/d) Software,Softwareentwickler/in,tempster GmbH,2026-04-01,2026-04-01,Radolfzell am Bodensee,Baden-Württemberg,78315,Deutschland
13319-868562/1_604710LS-S,Software Engineer (m/w/d),IT-Projektleiter/in (Weiterbildung/Ausbildung),Hays Professional Solutions GmbH,2026-03-31,2026-03-31,Unbekannt,Schleswig-Holstein,Unbekannt,Deutschland
12362-TR-279144_604071LS-S,Software-Tester (w/m/d),IT-Tester/in,Brunel GmbH NL Kassel,2026-03-26,2026-03-26,"Kassel, Hessen",Hessen,34117,Deutschland
13635-c81e434c_JB5112005-S,Software Supporter (m/w/d),IT-System-Elektroniker/in,nCara GmbH,2026-04-01,2026-04-01,Berlin,Berlin,12487,Deutschland
10001-1002869580-S,Software Requirements Engineer (m/w/d),Informatiker/in,citema systems GmbH,2026-04-02,2026-04-02,Kiel,Schleswig-Holstein,Unbekannt,Deutschland
10001-1002771009-S,Software Developer,Softwareentwickler/in,Hornetsecurity GmbH,2026-03-16,2026-03-16,Hannover,Niedersachsen,30177,Deutschland
10001-1002863882-S,Software Developer (m/w/d),Softwareentwickler/in,Job for Europe Heinz Müller e. K.,2026-04-01,2026-04-01,Balingen,Baden-Württemberg,72336,Deutschland
12908-061238898-S,Mitarbeiter für den Software-Support (m/w/d),IT-Konfigurationskoordinator/in,Hottgenroth Software AG,2026-03-16,2026-03-16,Köln,Nordrhein-Westfalen,50667,Deutschland
10001-1001703654-S,Java Software Engineer (m/w/d),Softwareentwickler/in,EASY SOFTWARE AG,2025-08-20,2025-08-20,"Essen, Ruhr",Nordrhein-Westfalen,45127,Deutschland
10000-1206056797-S,Software Test Manager (m/w/d) - Software Verification,Elektrotechniksachverständige/r,B.Braun Avitum AG,2026-04-01,2026-04-01,Melsungen,Hessen,34212,Deutschland
12265-399526_JB5111002-S,Embedded Software Engineer (m/w/d),Softwareentwickler/in,FERCHAU GmbH Niederlassung Chemnitz,2026-04-01,2026-03-31,Zwickau,Sachsen,08056,Deutschland
